text,text_clean,sentiment
Saya sebagai orang pusat merasa sangat bangga dengan mas deni cak nan Seniman Jawa tetap jaya,orang pusat bangga mas den cak nan seniman jawa jaya,pos
Ayo kita trendingkan biar lagu-lagu Jawa tetap eksis dan generasi muda jaman sekarang bangga dengan bahasa Jawa,ayo trendingkan biar lagulagu jawa eks generasi muda jaman bangga bahasa jawa,pos
Saya sebagai slotter sejati sngt bngga padamu mas Denny. Semngt terus dan sukses selalu ,slotter sejati bngga pada mas denny semngt sukses,pos
"Saya sebagai badut e dekne  mengucapkan lagune juwerrruuu mewakili penduduk cidroo sak meraukee, jan okee suwun lo pak den, semangat berkarya ",badut e dekne lagune juweru wakil duduk cidroo sak meraukee jan okee suwun den semangat karya,pos
"Saya orang Thai land, tapi saya suka lagu Jawa, terutama mas Denny, sukses selalu",orang thai land suka lagu jawa mas denny sukses,pos
"sebage perwakilan karyawan UMR seEndonesa kulo ucapke selamat buat mas den 
smoga lagu ke 3 album kalih welasku cepet2 metu 
tur Trending 
aaaamiiinnn",sebage wakil karyawan umr seendonesa kulo ucapke selamat mas den moga lagu album kalih welas cepat metu tur trending amin,pos
"Saya sebagai laden tamu diacara hajatan yg sambil mantau rawon, sangat bangga dng karyamu mas den. Sukses teross.",laden tamu acara hajat mantau rawon bangga karya mas den sukses teross,pos
Walaupun saya orang vrindavan (India)  saya sangat suka lagu2 Jawa .. sukses terus budaya Jawa.. salam dari India,orang vrindavan india suka lagu jawa sukses budaya jawa salam india,pos
"Saya perwakilan dri kaum rebahan ..
Sngat menikmati karya"" masdenny ..
Nrecep nek ati,,,, 
Sukses selalu smoga selalu ad karya baru untuk menghibur kami ..",wakil kaum rebah nikmat karya masdenny nrecep nek ati sukses moga karya hibur,pos
"Saya selaku KOPERASI, komunitas pecinta rondho anak siji  sangat mengapresiasi karyamu mas den",koperasi komunitas cinta rondho anak apresiasi karya mas den,pos
""" musik adalah salah satu jalan untuk mendapatkan ketenangan dari setres nya dunia dan cinta """,musik salah jalan tenang tres nya dunia cinta,pos
Saya sebagai bakul klopo...merasa bangga atas karya mas denny #trending 2,bakul klopomerasa bangga karya mas denny,pos
"Saya selaku kaum rebahan mengucapkan terima kasih mas den, karena lagu2mu membuatku enggan beranjak dr kasurku yg empuk ",kaum rebah terima kasih mas den lagu buat enggan anjak kasur empuk,pos
"Karyae mas Denny luar biasa...selamat buat album"" yang sudah trending Semangat terus berkarya mas Denn ",karyae mas denny biasaselamat album trending semangat karya mas denn,pos
Saya sebagai Humas Himpunan Penjual Jasa opo wae sing penting Bathi... Turut bangga atas karya yg telah di riliss dan menjadi Trending #2 beberapa hari terakhir ini ,humas himpun jual jasa sing bathi bangga karya riliss trending,pos
"Aku wis tau

Ngrasakne jerune kedanan

Ngrasakne bundase kelaran

Ngrasakne nangisi ning ra ketaran",tau ngrasakne jerune dan ngrasakne bundase kelar ngrasakne nangisi ning ra ketar,neu
Saya sebagai warga sragen asli ngawi berharap dik denny undang saya ke studionya untuk rekaman lagu2 sholawatan ,warga sragen asli ngawi harap dik denny undang studio rekam lagu sholawatan,pos
"Saya sebagai kadung cedak mung di anggep konco, Lan sebagai kadung Tresno Ndelalah di tikung konco,  mengucapkan selamat ke mas Den atas kesuksesan album barunya",kadung cedak mung anggep konco lan kadung suka ndelalah tikung konco selamat mas den sukses album baru,neu
"Saya sebagai orang desa hidup ditengah hutan, sangat terhibur dengan karia karia mas Deny caknan, sukses selalu semoga kita semua selalu diberikan kesehatan",orang desa hidup tengah hutan hibur karia karia mas deny caknan sukses moga sehat,pos
"Semua karya denny caknan emang gak pernah mengecewakan ..
Maju terus musik jawa, maju terus dc.production, dc music, mas pardi, bayu onyong ",karya denny caknan emang kecewa maju musik jawa maju dcproduction dc musik mas pardi bayu onyong,pos
"GASSSPOLL terus menerus trending musik cak nan,,,wess 2 mingguan tetap trending 1 awakmu",gaspoll terus trending musik cak nanwess minggu trending awak,neu
Mantap sekali bang ... Saya sebagai pengcover lagu .. dari dulu sampe sekarang tetep nomer1 karyamu bang. Luar biasa,mantap bang pengcover lagu nomor karya bang,pos
Semangat berkarya terus karya ne jenengan banyak yg nunggu mas deny ,semangat karya karya ne jeneng nunggu mas deny,pos
Saya sebagai driver gojek jd semangat menunggu order karena lagu2 Denny cakNan,driver gojek semangat tunggu order lagu denny caknan,pos
"Saya sebagai pedagang bakso yo melok ambyar mas den . karyamu jan nyeni mas  , ojo lali mangan bakso kro ngrungokne lagune mas deny sik puwaling jeruuu ",dagang bakso ya lok ambyar mas den karya jan nyeni mas ojo lali mangan bakso ngrungokne lagune mas deny sik puwaling jeru,pos
"PASUKAN TRENDING WES SIAP IKI MAS DENNNY CAKNAN..
TENANAN SIAP MNGAWAL KARYA2 MU MASS,",pasu trending mas deny caknan tenanan mngawal karya mu mass,pos
"sumpah dari awal album mas deny keren keren .. meskipun lagu daerah dngan bahasa jawa 
tpi seluruh indonesia menyukai cara mas deny bawain lagu , terasa menyentuh dlm hati ,
stiap kali di dengar lagu nya se akan akan kita ada di dalam kisah lagunya , ",sumpah album mas deny keren keren lagu daerah bahasa jawa indonesia suka mas deny bawain lagu sentuh hati kali dengar lagu nya kisah lagu,pos
"Ga tau Napa lagunya mas Denny itu klop bgt sama kondisi ati ,, saya sebagai org Arab ,, maksudnya Jawa sangat kagum dgn karya-karya nya",tau lagu mas denny klop banget kondisi ati orang arab maksud jawa kagum karyakarya nya,pos
"Saya sebagai temennya Masnopek bangga dengan masnopek , jos mas nopek",temennya masnopek bangga masnopek jos mas nopek,pos
Saya Sebagai Pengangguran tiap hari tidur makan tapi berharap sukses di masa depan ikut senang dan selalu support Mas denny,anggur tidur makan harap sukses senang support mas denny,pos
"Saya sebagai kuli pabrik Cikarang cukup di bantu sama lagu mas Deny yang setia menemani sift malamku, natur suwun mas Denny",kuli pabrik cikarang bantu lagu mas deny setia tani sift malam natur suwun mas denny,pos
Semoga Trending 1 Lagi Aamiin Dan Bisa Menjadi Top Global Seperti Lagi Sebelumnya Mas Den,moga trending aamiin top global mas den,neu
"Saya selaku dari admin slot,sangat bangga dengan mas denny.",admin slotsangat bangga mas denny,pos
"Mas deny kalo patah hati, jadi duit, ya. Hebat. Sukses lagunya",mas deny patah hati duit ya hebat sukses lagu,pos
Saya sebagai angota geng kompor megickom(sego mateng konco nglumpuk) jaaan jooos karya''mu mas...wes ngunu ae ,angota geng kompor megickomsego matang konco nglumpuk jan jos karya maswes ae,pos
"Saya Sebagai Satpol PP bangga dengan karya""mu mas Den",satpol pp bangga karya mas den,pos
"saya sebagai tukang ngarit propesional,dan kang manen sawit,sangat suka dengan karya karya mas Denny,lagune lagune jeruu.. semangat sukses trus

Kab.siak, Riau",tukang ngarit propesionaldan kang manen sawitsangat suka karya karya mas dennylagune lagune jeruu semangat sukses kabsiak riau,pos
Ga pernah gagal menciptakan karya2 berkualitas..InsyaAllah trending mas ,gagal cipta karya berkualitasinsyaallah trending mas,neu
Saya sebagai penjual jagung bakar SPECIAL Nganjuk mengapresiasi karya² emas mas Denny️,jual jagung bakar special nganjuk apresiasi karya emas mas denny,pos
Saya Sebagai Juragan Togel Se Jawa Tengah Merasa Bangga Terhadap Para Seniman Musik Indonesia Sukses Selalu Buat Mas Deny Mogo Gek Ndang Rabi wkwkw,juragan togel jawa bangga seniman musik indonesia sukses mas deny mogo gek buru rabi wkwkw,pos
"Saya sebagai karyawan penetasan doc joper mengucapkan selamat atas karya""mu yang selalu masuk dalam playlist lagu"" wayah kerjo",karyawan tetas doc joper selamat karya masuk playlist lagu wayah kerjo,pos
"Saya sebagai Bendahara Rumah tangga bahagia mengucapkan "" selamat dan sukses untuk Denny Caknan, semoga terus menginspirasi masyarakat agar selalu berhemat dalam pemakaian uang. Gunakan uang untuk beli"" blezer dan jenis outfit lainnya agar kamu terlihat fashionable.""",bendahara rumah tangga bahagia selamat sukses denny caknan moga inspirasi masyarakat hemat pakai uang uang beli blezer jenis outfit fashionable,pos
"Saya sebagai penikmat Brem Madiun, bangga padamu Dek Deny,karyamu selalu Legi Lan Numani ,ora mbarai mblengeri,semangat berkarya bukan semangat meng Cover lagu ",nikmat brem madiun bangga pada dek denykaryamu legi lan numani mbarai mblengerisemangat karya semangat meng cover lagu,pos
"MasyaAllah uwenak karya² samean mas denn, baru dengerin 2x suda mau hafal lagunya  selamat atas rilis lagu barunya mas den, semoga bisa nyaman di hati penikmat musik di indonesia bahkan dunia ",masyaallah uwenak karya samean mas denn dengerin x suda hafal lagu selamat rilis lagu baru mas den moga nyaman hati nikmat musik indonesia dunia,pos
saya selaku driver rental mengucapkan selamat atas lagu ke 2 dari album kalih welasku.. saya pribadi turut memutar lagu ini di mobil utk diperdengarkan ke tamu2 saya.. dan mereka sangat terhibur.. terimakasih mas denny.. bangga dengan karya2 anda..,driver rental selamat lagu album kalih welas pribadi putar lagu mobil dengar tamu hibur terimakasih mas denny bangga karya,pos
"Saya juga sebagai bakul panci dan perabot, sangat senang dengan karya mas denny. Bisa membantu meringankan pekerjaan saat tidak ada orderan..hahahaha",bakul panci perabot senang karya mas denny bantu ringan kerja orderanhahahaha,pos
"bagian reff itu lho jelang akhir asyik banget, saxophone gendang koplo mantap",reff lho jelang asyik banget saxophone gendang koplo mantap,pos
Saya sebagai ibu rumah tangga seng  senenge shopping Karo jalan² .seneng tenan Karo lagu²ne mas Deny ngrungokna Nyambi masak,rumah tangga seng senenge shopping jalan senang tenan lagu ne mas deny ngrungokna nyambi masak,pos
intinya lagunya cak nan ga pernah gagal orang Jawa yang ga lupa Jawa nyathe best,inti lagu cak nan gagal orang jawa lupa jawa nyathe best,pos
"PEMALANG JATENG HADIR!!! 
Ga Pernah Bosen Ndengerin Lagumu Mas,Sebagai Wong Jowo Bener² Bangga Dengan Karyamu Mas Den, Lagunya Sangat Mewakili Perasaan Banyak Orang Sehingga Sampai Ke Hati Para Pendengarnya. SUKSES SELALU DAN SEMANGAT BERKARYA MAS DENNY",malang jawa tengah hadir bosen ndengerin lagu massebagai jowo bener bangga karya mas den lagu wakil asa orang hati dengar sukses semangat karya mas denny,pos
"The best broken heart, Semangat cak walaupun jeru dan tatu ttp bisa berkarya. Ingetlah karya²mu. Kok mesti yo, giliranmu ketekan loro, tp loro ati(Alias galau) pokooe ttep smangat, karyamu menghias dunia, karyamu tercipta krn pengalamanmu. Jgn mudah mupus, krn dari situ byk kau kan ciptakan karya(bkne dukung galaumu)tp krn galaumu kan menghibur para Broken heart didunia ini. Pantas km mendapatkan gelar penerus Sang maestro Golden Good father broken heart. Sehat sll cak nan//Dari lare wonogiri",best broken heart semangat cak jeru tatu ttp karya ingetlah karya mu mesti ya gilir tekan loro loro atialias galau pokooe ttep smangat karya hias dunia karya cipta alam mudah mupus situ kau cipta karyabkne dukung galaumutp galau hibur broken heart dunia gelar terus sang maestro golden good ayah broken heart sehat sll cak nandari lare wonogiri,pos
Saya sebagai buruh pabrik sangat terhibur dengan karyamu mas den... Maju terus pantang mundur. Jowo iso. HEBAT,buruh pabrik hibur karya mas den maju pantang mundur jowo hebat,pos
Bukti nyata karya mmg joss..bkn soal Asmaranya yg harus di ikuti,bukti nyata karya jossbkn asmara ikut,pos
SENIMAN JAWA YG TOP MARKOTOP. SUDAH SUKSES MENJADI BAROMETER LAGU JAWA. BANYAK JUDUL YG DITIRU. BUKTI DENNY SDH SUKSES MENGINSPIRASI SENIMAN PEMULA UNTUK MAJU...,seniman jawa top markotop sukses barometer lagu jawa judul tiru bukti denny sukses inspirasi seniman mula maju,pos
Saya sebagai pemulung lagu mas den sangat menghibur  semangat terus mas den…,pulung lagu mas den hibur semangat mas den,pos
"Tetep trending musik karya original, inovatif, kwalitas super aransemen juga liriknya ,ada pesen yg menyentuh semua kembali pd takdir  allah swt hingga keduanya iklhas ,besar hati tetep jadi saudara tanpa ada permusuhan",trending musik karya original inovatif kwalitas super aransemen lirik pesan sentuh pd takdir allah subhanahu wata ala iklhas hati saudara musuh,pos
"Saya selaku perantau di tanah Spanyol, sangat suka dengan karya karya seperti mas Den Iki.. gracias ",rantau tanah spanyol suka karya karya mas den gracias,pos
"Aku sebagai wong Jawa ya bakul ayam goreng sambel ijo,ya wong Purbalingga ya terhibur kro lagune ",jawa ya bakul ayam goreng sambel ijoya purbalingga ya hibur lagune,neu
Releate bgtt lirik lagunya.. sukses sll  mas denny..,releate bgtt lirik lagu sukses sll mas denny,pos
"bahagia terus mas denny caknan,gak selamanya cinta itu membawa kebahagiaan,namun percayalah bahwa masih ada kebahagiaan yang akan datang tanpa diduga² dan tanpa disengaja.",bahagia mas denny caknangak cinta bawa kebahagiaannamun percaya bahagia duga sengaja,pos
Saya sbg tukang listrik..bar ngrungokne lagu iki dadi konslet ...joossss,tukang listrikbar ngrungokne lagu dadi konslet joos,pos
Inilah yg dinamakan seniman.. selalu berkarya menciptakan lagu bukan hanya cover lagu2 yg sudah populer saja..sukses terus denny caknan..,nama seniman karya cipta lagu cover lagu populer sajasukses denny caknan,pos
Saya sebagai pkl dengerin lagumu josss tenan mas..sukses dgn karya2mu mas deny,pkl dengerin lagu jos tenan massukses karya mas deny,pos
"Aku sudah pernah
Ngrasakne jerune kedanan
Merasakan dalamnya tergila-gila
Ngrasakne bundase kelaran",ngrasakne jerune dan rasa dalam tergilagila ngrasakne bundase kelar,neu
"saya sebagai Petani Melon,timon,kangkong seneng karo karyamu mas...mugo2 iso sukses koyo smpean ...asek2....",tani melontimonkangkong senang karya masmugo sukses smpean asek,pos
Saya sebagai cleaning servis pabrik turut bangga pada mas Deny inilah karya anak bangsa yang selalu buat ibu Pertiwi tersenyum bahagia,cleaning servis pabrik bangga mas deny karya anak bangsa pertiwi senyum bahagia,pos
"saya sebagai ibu rumah tangga, sangat terhibur juga dengan lagu lagu jawa yg mendunia karya mas denny yg drhati ini 🫶",rumah tangga hibur lagu lagu jawa dunia karya mas denny drhati,pos
"Saya warga yg menghabiskan sebagian waktu memancing iwak menikmati karya2 ne pean boz,, mantapppp",warga habis pancing iwak nikmat karya ne pean boz mantap,pos
"Saya sebagai ketua komunitas bandar slot sangat bangga padamu dik deny , semoga semakin banyak orang kalah yg bermain slot",ketua komunitas bandar slot bangga pada dik deny moga orang kalah main slot,neu
Saya sebagai kaum cidra cidro mengucapkan terimakasih banyak mas denny sudah menciptakan lagu Ambyar lagi,kaum cidra cidro terimakasih mas denny cipta lagu ambyar,pos
"Saya sebagai org Malang campur Jogja campur Blora , tapi tinggal di Banjarbaru kalsel, saya sangat terharu dan bangga  melihat karya2 mas Denny sedari dulu.. Maju terus pak Boss ,, Losss",orang malang campur jogja campur blora tinggal banjarbaru kalsel haru bangga karya mas denny dar maju boss los,pos
"Saya sebagai perwakilan inti.dari planet namex yang tinggal di riau  mengucapkan selamat atas lagunya mas denny,
Kata2mu pas yen kangen kabari marai pie ngno mas,,
Joossss",wakil intidari planet namex tinggal riau selamat lagu mas denny kata pas yen kangen kabar mara pie ngno mas joos,pos
"NGANTUK SAAT NONTON VIDEO INI?, Mungkin ini Saatnya ada minum GOOD DAY.",ngantuk nonton video minum good,neu
SAYA BUTUH DURASI VIDEO ROASTING UDINUS SELAMA 2 MINGGU,butuh durasi video roasting udinus minggu,neu
Tolong roasting UDINUS nya dibuatin sampe part 31 kalo kurang videonya undang mereka ke Jakarta dong!!,tolong roasting udinus nya dibuatin part video undang jakarta,neu
"My life is simple
I saw udinus
I saw coki muslim
I clicked the video",life simpel saw udinus saw cok muslim clicked video,neu
menurut mitologi kuno ketawa coki bisa menyembuhkan berbagai penyakit,mitologi kuno tertawa cok sembuh sakit,neg
"Weh tanggung jawab dong
Temen gw jadi jarang maen ke warnet,Gara-gara  malu pake motor yg ada stiker udinusnya wkwkwkk",weh tanggung temen jarang main warnetgaragara malu pakai motor stiker udinusnya wkwkwkk,neg
Tahun 2019 ini udinus terkenal gara - gara cokmus dan semoga dengan terkenal nya udinus ini rektor udinus bisa memperluas lahan parkir kampus dan bisa membelikan kursi gaming buat pemain dota nya #SAVEUDINUS dan #SAVEAHMADSUKRI,udinus kenal gara gara cokmus moga kenal nya udinus rektor udinus luas lahan parkir kampus beli kursi gaming main dota nya,pos
"wkwk tengah malem buaaanget, untung isinya MLI jadi melek lagi..  #UDINUSSelaludiHati",wkwk malam banget untung isi mli melek,pos
sebagai alumni udinus saya merasa di roasting,alumni udinus roasting,neu
"Dulu waktu kenalan sama cewe alumni Udinus di pandang sebelah mata, tp sekarang cewe tambah pada gak mau kenal, terimakasih liga game ",kenal cewek alumni udinus pandang belah mata cewek kenal terimakasih liga game,neg
Ligagame tanpa coki muslim hanya komunitas elit pembenci mobalog,ligagame cok muslim komunitas elit benci mobalog,neg
"Gimana kalo mereka dateng ke jakarta bukan untuk turnamen ? Tapi untuk cerdas cermat.

Gimana kalo mereka dateng ke jakarta bukan untuk turnamen ? Tapi untuk sidang akhir, kita panggil juga dosen2nya ke jakarta.",jakarta turnamen cerdas cermat jakarta turnamen sidang panggil dosen jakarta,pos
"COKI & MUSLIM kek gini lebih seru lucu dri pada masukin serat2 agama, gini jg udh menghibur sangat",cok muslim seru lucu masukin serat agama hibur,pos
Sebenernya si coki gak terlalu sadis nyela nya tapi ketawa si muslim yg bikin orang kesel..ahahahahaahahahahaha,sebenernya si cok sadis nyela nya tertawa si muslim bikin orang keselahahahahaahahahahaha,neu
Udah lama ga liat coki ketawa selepas ini sesudah diciduk kemaren wkwkwk,lihat cok tertawa lepas ciduk kemaren wkwkwk,neg
Hahaha kasian kampus temen gue diroasting mulu  #saveudinus,hahaha kasihan kampus temen diroasting mulu,neg
Saya suka nih... Channel esport yg ga terlalu tegang pembawaannya,suka nih channel esport tegang bawa,neg
"Gara² liga game, saya jadi kenal udinus. Terimakasih a team. Uh she up.",gara liga game kenal udinus terimakasih team uh,neu
Ligagame tanpa UDINUS hanya turnamen dota biasa.. :v #saveudinus,ligagame udinus turnamen dota v,neu
"Semenjak suka nonton ligagame, sekarang saya jadi suka beli good day. Aku cinta good day ",semenjak suka nonton ligagame suka beli good cinta good,pos
"Marco udinus: ""manggil atta halilintar"" 
Muslim langsung pake bandana AHHA wkwkkwkw",marco udinus manggil atta halilintar muslim langsung pakai bandana ahha wkwkkwkw,neu
Ahmad sukri sepertinya harus membuat fan base tiap regional di seluruh kota/kabupaten di indonesia.,ahmad sukri fan base regional kotakabupaten indonesia,neu
"walaupun udinus kalah, plis undang udinus ke jakarta buat diroast",udinus kalah mohon undang udinus jakarta diroast,neg
"sumpah gua tau ada kampus yg namanya udinus juga gr2 nonton acara ini.. hahahhahah

respect udinus",sumpah tau kampus nama udinus gr nonton acara hahahhahah hormat udinus,pos
gila video kali ini isi nya full roasting udinus wkwk,gila video kali isi nya full roasting udinus wkwk,neg
"Jadi seharusnya yang di banned oleh Udinus itu bukan hero tapi ""NASIB SIAL""",banned udinus hero nasib sial,neu
"Dear Udinus, i still love you no matter what",dear udinus love nomor matter,neu
"Gue suka ketawa nya tretan, jancuk emang kalo ketawa hahahaha",suka tertawa nya tretan jancuk emang tertawa hahahaha,neg
"liga game tanpa udinus, hanya acara mas mas warnet biasa..
Hiya",liga game udinus acara mas mas warnet hiya,neu
Denger Udinus aja gua ngakak bgst  yg ada di otak Udinus = mi ayam hiyaa :v,denger udinus tertawa bgst otak udinus mi ayam hiyaa v,neu
gara gara liga game gua jadi tau tuh kampus udinus #saveudinus,gara gara liga game tau tuh kampus udinus,neu
UDINUS terngiang ngiang di pikiran gua njirrrr,udinus ngiang ngiang pikir njir,neu
Terimakasih liga game setelah 22 tahun hidup dibumi. Akhirnya saya tau ada kampus yg bernama udinus.,terimakasih liga game hidup bumi tau kampus nama udinus,neu
Gw udah tes kuliah masuk udinus tapi semenjak melihat pemain dota udinus gw tolak panggilan dari kampusnya,tes kuliah masuk udinus semenjak main dota udinus tolak panggil kampus,neu
"Buat rekapan matchnya juga dong, biar yang ngga bsa nnton live streaming bisa liat gimana jalannya match",rekap matchnya biar nonton live streaming lihat jalan match,neu
TOLONG BAPAK REKTOR PERBESAR LAPANGAN PARKIR UDINUS!1!1!1,tolong rektor besar lapang parkir udinus,pos
Siapa yg setuju Kapan2 MLI harus tour comedy ke Udinus?,tuju mli tour komedi udinus,neu
THANKS LIGA GAME. GUE JADI TAU ADA KAMPUS NAMANYA UDINUS,terimakasih liga game tau kampus nama udinus,neu
Fix target marketing liga game adalah makhluk yang tidak kasat mata ,fix target marketing liga game makhluk kasat mata,neu
Udinus vs caster kali ya pas final seru akwkwkwk,udinus vs caster kali ya pas final seru akwkwkwk,neu
Dendi dapet beasiswa masuk UDINUS untuk IEL Season 2,dendi dapet beasiswa masuk udinus iel season,neu
The best roasting dahh joss gandoss,best roasting dahh joss gandoss,neu
Udinus kalo lawan Udinus Tanggerang yah menang Udinus. #UdinusHebat,udinus lawan udinus tanggerang yah menang udinus,neu
Kasihan cok udinus di roasting terus ,kasihan cok udinus roasting,neg
"durasi di bikin lebih dari 10 menit, biar bisa naruh iklan banyak. kita ga bakal skip juga keles, santai aja kuy",durasi bikin menit biar naruh iklan skip les santai kuy,neu
Tanpa udinus coki-muslim kehilangan jokes2 nya,udinus cokimuslim hilang jokes nya,neu
#UDINUSWIN #SAVEUDINUS #LAHANPARKIR ,,neu
Kasian Udinus :'),kasihan udinus,neg
caster terbaik selama w nonton game apa pun,caster baik nonton game,pos
TOLONG UNTUK VIDEO ROASTING UDINUS DIKASIH HASHTAG KHUSUS. TERIMA KASIH.,tolong video roasting udinus kasih hashtag khusus terima kasih,pos
Kasihan Udinus,kasihan udinus,neg
LIGA GAME TANPA UDINUS BAKAL CUMAN JADI LIGA GAME ,liga game udinus liga game,neu
Udinus udh jdi bahan pokok lawakan.. sering kalah,udinus bahan pokok lawa kalah,neg
Taslim terpancing pas di bilang atta halilintar ,taslim pancing pas bilang atta halilintar,neu
tahun ini passing grade udinus bakal naik nih garagara dicengin coki muslim,passing tingkat udinus nih garagara dicengin cok muslim,neu
Gw jadi pengen masuk udinus..,masuk udinus,neu
roasting parah banget wkwk,roasting parah banget wkwk,neg
Slardar datengin ujan. Coki Muslim datengin adsense. Hiyaa!,slardar datengin hujan cok muslim datengin adsense hiyaa,neu
"kemaren katanya coki muslim habis tur ke yogyakarta, apa mereka gak mampir ke udinus ya",kemaren cok muslim habis tur yogyakarta mampir udinus ya,pos
Lumayan nih bisa minjem ruang Green Corner ,lumayan nih minjem ruang green sudut,pos
mantap nih,mantap nih,neu
mantap nih,mantap nih,neu
"Ngiler ngiler mbaahh...
Besok on the street Next, wajib review nasgor legend - Nasi Goreng Padang Bangjo Jl. Hasanuddin no i8 Semarang 
Disitu masakannya khas kaya akan rempah-rempah, pertama di dunia",ngiler ngiler mbaahh besok street next wajib tinjau nasi goreng legend nasi goreng padang bangjo jalan hasanuddin nomor semarang situ masakan khas kaya rempahrempah dunia,neg
"Udinus kampusku, Coki-Muslim idolaqu, lahan parkir kebutuhanku...",udinus kampus cokimuslim idolaqu lahan parkir butuh,neu
Kami cinta udinus!,cinta udinus,pos
"Tolong buat Humas UDINUS perijinannya dipermudah agar coki muslim biar bisa shooting fix serem di parkiran UDINUS, Terimakasih",tolong humas udinus perijinannya mudah cok muslim biar shooting fix rem parkir udinus terimakasih,pos
Kampus yang kalah telak di dota 2 yg katanya lahan parkirnya sempit itukah?,kampus kalah telak dota lahan parkir sempit,neg
Aku cinta Udinus..,cinta udinus,pos
Akibat coki dan muslim..sy terbawa kesini..semoga Sukses  Kampus Udinus dan sukses pula Tim DOTAny dikemudian hari..,akibat cok muslimsy bawa kesinisemoga sukses kampus udinus sukses tim dotany kemudi,pos
Aku cinta udinus,cinta udinus,pos
TOLONG PAK LAHAN PARKIR DIPERLUAS,tolong lahan parkir luas,pos
"Ini toh udinus,,, 
#saveudinus",udinus,neu
Gw sampe ke sini karna liga game...,liga game,neu
Sialan ko jd respect kesini gara2 lucu nya udinus d ligagame dota2,sial ko hormat kesini gara lucu nya udinus ligagame dota,pos
"Udinus kampusku...
Ahmad Sukri Temanku...",udinus kampus ahmad sukri teman,neu
"Udinus kampusku
Pak Eddy rektorku hiya.. hiya.. ",udinus kampus eddy rektor hiya hiya,neu
"Marco udinus panutanku, good day minumanku


Keerrrrrrr",marco udinus panutan good minum keer,neu
saya cinta udinus,cinta udinus,pos
Kesini karena liga game njirr,kesini liga game njirr,neu
Very nice,nice,neu
Udinus perlu lahan parkir,udinus lahan parkir,neu
"Coki muslim membawa saya kesini,kalau anda?",cok muslim bawa kesinikalau,neu
Nonton coki muslim langsung kepo searchingg wkwkwkwkwk,nonton cok muslim langsung kepo searchingg wkwkwkwkwk,neu
"Saya kesini karena kasihan, nyari Udinus yg keluar coki muslim, saya tonton biar naik dikit ",kesini kasihan nyari udinus cok muslim tonton biar,neg
Parkir sempit tapi.wkwk,parkir sempit tapiwkwk,neg
Tolong lahan parkirnya,tolong lahan parkir,neu
Lahan parkir + bangku mie ayam,lahan parkir bangku mie ayam,neu
"Jadi inget lagu udin sedunia, ""udinus.. Udinus.. Namamu norak tapi terkenal.""",lagu udin dunia udinus udinus nama norak kenal,pos
Aku cinta udinus. Hiya hiya hiya,cinta udinus hiya hiya hiya,pos
need lahan parkir,butuh lahan parkir,neu
"Menunggu nasi uduk

Hiya hiya hiya",tunggu nasi uduk hiya hiya hiya,neu
Bangku mie ayam ala udinus wakakakkakakakkk,bangku mie ayam ala udinus wakakakkakakak,neu
Udinus kampus terbaik,udinus kampus baik,pos
Udinus,udinus,neu
"Admin udinus, saya pesen kursi mie ayam",admin udinus pesan kursi mie ayam,neu
Saya cinta udinus,cinta udinus,pos
"Gara"" coki muslim gua sampek kesini",gara cok muslim sampek kesini,neu
Kampus mahal,kampus mahal,pos
"Kampus mahal lahan sempit,kwkwkw",kampus mahal lahan sempitkwkwkw,pos
Nasi uduk disana pasti enak,nasi uduk sana enak,pos
korban coki muslim ,korban cok muslim,neg
Kuliah di UDINUS itu gimana sih?,kuliah udinus sih,neu
Marco mana marco?,marco marco,neu
kampus mie ayam .hiya,kampus mie ayam hiya,neu
Lahan pakir,lahan pakir,neu
Saya cinta udinus,cinta udinus,pos
P,p,neu
Wnjayy ,wnjayy,neu
kak tolong buat tutorial daftar kip di univ pamulang dong,kak tolong tutorial daftar kip univ pamulang,neu
Kak tolong buat tutorial daftar kip di univ trisakti kak,kak tolong tutorial daftar kip univ trisakti kak,neu
kak kirim email nya tetep yang fc an atau Yang asli?,kak kirim email nya fc asli,pos
harus terdaftar sebagai mahasiwa baru dulu atau bisa sebagai calon mahasiswa baru?,daftar mahasiwa calon mahasiswa,neu
"Pts sumut dong kak,jangan jawa mulu",pts sumut kakjangan jawa mulu,pos
Untuk taun lulus 2021 harus minta rekomendasi dari kepala sekolah berhak mendapatkan KIP kuliah?...,lulus rekomendasi kepala sekolah hak kip kuliah,pos
kak kalo pilih seleksi di pts hanya bisa daftar 1 pts ya?,kak pilih seleksi pts daftar pts ya,neu
"Kak kan di persyaratan kipk diudinus poto kopi KTP pendaftaran paling tinggi berusia 21 tahun , apakah kita yang menjadi calon siswa baru di udinus yg berusia 18 THN bisa daftar kipk diudinus??",kak syarat kipk diudinus foto kopi ktp daftar usia calon siswa udinus usia daftar kipk diudinus,neu
Trisakti kipk 2022 kak,trisakti kipk kak,neu
kak mau nanya setelah daftar seleksi pts di web kipk itu langsung kirim berkas ke email apa harus daftar dulu di web univ tsb?,kak daftar seleksi pts situs kipk langsung kirim berkas email daftar situs univ,neu
Pengumumannya besok kah kipknya tgl 15 Juli? Mohon dijawab temen2 ,umum besok kah kipknya tanggal juli mohon temen,neu
